Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Ivanhoe,9 Cook St,3,h,981000,S,Nelson,04-06-2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,20 Locksley Rd,4,h,2400000,S,Jellis,04-06-2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Ivanhoe,3/11 Oriel Rd,3,t,890000,S,Nelson,04-06-2016,3079,Eastern Metropolitan,5549,7.8,Banyule City Council
Kealba,10 Brazilia Av,4,h,431000,S,Brad,04-06-2016,3021,Western Metropolitan,1202,14,Brimbank City Council
Keilor Downs,9 Wotan Cl,3,h,585000,S,Brad,04-06-2016,3038,Western Metropolitan,3656,15.5,Brimbank City Council
Keilor East,26 Limestone Av,4,h,1100000,VB,Nelson,04-06-2016,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,74 Lincoln Dr,4,h,845000,S,Brad,04-06-2016,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Keilor East,154 Milleara Rd,3,h,725000,S,Nelson,04-06-2016,3033,Western Metropolitan,5629,11.7,Brimbank City Council
Kensington,403/72 Altona St,2,u,492500,S,Pagan,04-06-2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kensington,2/65 Bayswater Rd,2,u,420000,VB,Alexkarbon,04-06-2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kensington,1 Scarborough Pl,2,t,650000,S,Nelson,04-06-2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kensington,1/162 Stockmans Wy,3,t,620000,S,Rendina,04-06-2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kensington,56 Tennyson St,3,h,1050000,S,Edward,04-06-2016,3031,Northern Metropolitan,5263,3.4,Melbourne City Council
Kew,45 Barrington Av,3,h,0,S,Jellis,04-06-2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,74 Charles St,5,h,0,SP,Jellis,04-06-2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,5/233 Cotham Rd,2,u,0,PI,Nelson,04-06-2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,14/25 Derby St,2,u,588000,S,Jellis,04-06-2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,1 First Av,4,h,1380000,PI,Jellis,04-06-2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,16a Gladstone St,3,t,1185000,PI,Jellis,04-06-2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew,4/76 Studley Park Rd,3,u,882000,S,Marshall,04-06-2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council
Kew East,106 Kilby Rd,5,h,1950000,VB,hockingstuart,04-06-2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council
Kilsyth,13 Hansen Rd,4,h,0,PI,Biggin,04-06-2016,3137,Eastern Metropolitan,4654,26,Maroondah City Council
Kings Park,77 Grevillea Rd,3,h,440000,S,YPA,04-06-2016,3021,Western Metropolitan,2878,14,Brimbank City Council
Kings Park,4 Yale Wk,4,h,430000,S,YPA,04-06-2016,3021,Western Metropolitan,2878,14,Brimbank City Council
Kingsbury,31b Cash St,3,h,568500,S,Harcourts,04-06-2016,3083,Northern Metropolitan,1414,12.1,Darebin City Council
Kingsville,134 Chirnside St,3,h,1155000,S,Jas,04-06-2016,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council
Kingsville,154 Chirnside St,3,h,0,SP,Biggin,04-06-2016,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council
Kurunjang,120 Dalray Cr,4,h,295000,S,Raine,04-06-2016,3337,Northern Victoria,3553,31.7,Melton City Council
Lalor,362 Edgars Rd,4,h,477000,S,Prof,04-06-2016,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council
MacLeod,13/34 Glenmore St,3,t,485000,S,Barry,04-06-2016,3085,Northern Metropolitan,4168,12.7,Banyule City Council
MacLeod,25 Torbay St,4,h,830000,S,Nelson,04-06-2016,3085,Northern Metropolitan,4168,12.7,Banyule City Council
Maidstone,4/116 Ballarat Rd,2,t,0,SP,Sweeney,04-06-2016,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Maidstone,2/45 Cathcart St,2,u,485000,S,Jas,04-06-2016,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Maidstone,21 Pullar St,3,h,490000,SP,Jas,04-06-2016,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council
Malvern,95 Claremont Av,4,h,2325000,S,Jellis,04-06-2016,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,35 Dixon St,3,h,2050000,S,Jellis,04-06-2016,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,8/6 Finlayson St,2,u,0,S,hockingstuart,04-06-2016,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,12 Hornsby St,4,h,2300000,S,Jellis,04-06-2016,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern,3 Plant St,4,h,3460000,S,Jellis,04-06-2016,3144,Southern Metropolitan,4675,5.9,Stonnington City Council
Malvern East,5 Anfield Ct,4,h,1185000,S,Marshall,04-06-2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Malvern East,31 Berrima Av,4,h,1550000,PI,Marshall,04-06-2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Malvern East,48 Darling Rd,3,h,0,SN,Gary,04-06-2016,3145,Southern Metropolitan,8801,8.4,Stonnington City Council
Maribyrnong,29 Lakeside Cr,4,h,1650000,VB,Biggin,04-06-2016,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
Maribyrnong,408/44 Skyline Dr,1,u,0,W,Pagan,04-06-2016,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
Maribyrnong,8/42 Wests Rd,2,t,355000,SP,Biggin,04-06-2016,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council
McKinnon,2/16 Wembley Gr,3,t,880000,S,C21,04-06-2016,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council
Melbourne,2306/265 Exhibition St,2,u,780000,SP,Galldon,04-06-2016,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,1703/8 Franklin St,2,u,0,SN,Pagan,04-06-2016,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,1707/8 Franklin St,2,u,595000,SP,Greg,04-06-2016,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,2/30 Queens Rd,1,u,370000,VB,Buxton,04-06-2016,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,121/461 St Kilda Rd,2,u,2138000,S,Rodney,04-06-2016,3000,Northern Metropolitan,17496,0,Melbourne City Council
Melbourne,184/461 St Kilda Rd,3,u,2030000,S,Marshall,04-06-2016,3000,Northern Metropolitan,17496,0,Melbourne City Council
Mentone,6 Clyve Av,3,t,1130000,SP,Buxton,04-06-2016,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,1/30 Mentone Pde,2,u,600000,S,Buxton,04-06-2016,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,9/27 Milan St,2,u,0,S,Hodges,04-06-2016,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mentone,9/29 Milan St,2,u,695000,S,Buxton,04-06-2016,3194,South-Eastern Metropolitan,6162,20,Kingston City Council
Mernda,13 Woolshed Av,3,h,373000,S,Love,04-06-2016,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council
Middle Park,2/61 Canterbury Rd,2,u,535000,S,hockingstuart,04-06-2016,3206,Southern Metropolitan,2019,3,Port Phillip City Council
Mitcham,43 Churinga Av,3,h,955000,S,Carter,04-06-2016,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
Mitcham,10 Nymph St,4,h,1000000,S,Noel,04-06-2016,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
Mitcham,3 The Glade,4,h,867000,SP,Noel,04-06-2016,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council
Mont Albert,2 Gawler Ct,5,h,0,S,Fletchers,04-06-2016,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council
Mont Albert,71 Victoria Cr,4,h,1666000,S,Jellis,04-06-2016,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council
Montmorency,20 Calrossie Av,6,h,910000,S,Darren,04-06-2016,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Montmorency,17 Elmo Rd,3,h,1225000,S,Barry,04-06-2016,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Montmorency,1/12 Nokes Ct,3,h,640000,S,Barry,04-06-2016,3094,Eastern Metropolitan,3891,16.2,Banyule City Council
Moorabbin,38 Grandview Gr,2,h,950000,SP,Buxton,04-06-2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Moorabbin,5a Narooma St,4,t,0,SN,hockingstuart,04-06-2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Moorabbin,1a Rodney St,3,h,750000,PI,hockingstuart,04-06-2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Moorabbin,8b William St,4,h,1140000,SA,Buxton,04-06-2016,3189,Southern Metropolitan,2555,14.3,Kingston City Council
Mooroolbark,7 Ashton Av,3,h,601000,SA,hockingstuart,04-06-2016,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
Mordialloc,26 Affinity Cl,4,h,1030000,S,Barry,04-06-2016,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mordialloc,9 Edith St,4,h,0,PN,Barry,04-06-2016,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mount Waverley,31 Aldrin Dr,5,h,0,PI,Buxton,04-06-2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,1 Carrol Gr,5,h,0,S,Jellis,04-06-2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,60 Darbyshire Rd,3,h,1326000,S,Stockdale,04-06-2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,26 Farquharson St,3,h,1680000,SP,Buxton,04-06-2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,5 Illuka Cr,3,h,0,PI,HAR,04-06-2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,2/20 Meadow Cr,3,t,780000,S,Jellis,04-06-2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,2/14 Windsor Av,4,t,1000000,PI,Jellis,04-06-2016,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mulgrave,17 Edgbaston Wy,3,h,600000,S,HAR,04-06-2016,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Murrumbeena,3 Churchill Cl,3,t,1160000,S,hockingstuart,04-06-2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,84 Dalny Rd,3,t,1100000,S,hockingstuart,04-06-2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,9 Stewart St,3,h,820000,PI,Woodards,04-06-2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,5/13 Toward St,2,t,690000,S,hockingstuart,04-06-2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,9 Winston Wy,4,h,1580000,S,Woodards,04-06-2016,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Narre Warren,45 Coachwood Cr,5,h,0,PI,Barry,04-06-2016,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Newport,1/24 Maddox Rd,3,u,0,W,RT,04-06-2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,2/24 Maddox Rd,3,u,760000,PI,RT,04-06-2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,70 Market St,4,h,710000,S,Greg,04-06-2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,473 Melbourne Rd,3,h,920000,VB,Williams,04-06-2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,46 River St,4,h,940000,VB,Williams,04-06-2016,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Niddrie,4/67 Hoffmans Rd,2,u,457000,S,Brad,04-06-2016,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Niddrie,3/42 Sapphire St,2,u,660000,S,Barry,04-06-2016,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Niddrie,2e The Avenue,3,t,661000,S,Biggin,04-06-2016,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council
Noble Park,7 Mark Ct,3,h,540000,SP,Hall,04-06-2016,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
Noble Park,7 Newman Av,3,h,0,PI,Barry,04-06-2016,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
Noble Park,5 Valerie St,3,h,0,PN,Hall,04-06-2016,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
North Melbourne,6/49 Haines St,2,u,528500,SP,Woodards,04-06-2016,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,24/101 Leveson St,2,u,585000,SA,Edward,04-06-2016,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
Northcote,39 Barry St,3,h,1710000,PI,Collins,04-06-2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,51 Kellett St,4,h,1590000,SP,Jellis,04-06-2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,15 Leonard St,3,h,0,S,Nelson,04-06-2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,3/2 McCracken Av,3,h,905000,S,Nelson,04-06-2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,12 Simpson St,6,h,2000000,SP,Nelson,04-06-2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,7/9 Walker St,2,u,466000,SP,Nelson,04-06-2016,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Notting Hill,10 Saniky St,4,h,875000,S,Buxton,04-06-2016,3168,Southern Metropolitan,902,16.7,Monash City Council
Nunawading,156 Central Rd,3,h,1041000,S,Jellis,04-06-2016,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Oak Park,2/13 Cartwright St,4,h,670000,VB,hockingstuart,04-06-2016,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oakleigh,8/105 Atherton Rd,2,h,305000,PI,Ray,04-06-2016,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh,2/77 Burlington St,3,h,845000,S,Ray,04-06-2016,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh South,5 Windsor Av,3,h,0,S,Woodards,04-06-2016,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Ormond,2/498 North Rd,2,u,600000,S,Woodards,04-06-2016,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,9 Queen St,4,h,1920000,S,Buxton,04-06-2016,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Parkdale,26 Marriott St,4,h,1330000,S,Buxton,04-06-2016,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,69 McIndoe Pde,3,h,880000,S,Hodges,04-06-2016,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,2/98 Warrigal Rd,2,u,580000,VB,Buxton,04-06-2016,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkville,40 Cade Wy,5,h,1300000,PI,Nelson,04-06-2016,3052,Northern Metropolitan,2309,1.8,Melbourne City Council
Parkville,507 Royal Pde,4,h,0,S,Jellis,04-06-2016,3052,Northern Metropolitan,2309,1.8,Melbourne City Council
Pascoe Vale,24 Alexandra St,3,h,731000,S,Brad,04-06-2016,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Patterson Lakes,8 Oceanic Dr,4,h,810000,S,RW,04-06-2016,3197,South-Eastern Metropolitan,3351,31.2,Kingston City Council
Point Cook,13 Cavendish Dr,4,h,0,SN,Barry,04-06-2016,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Port Melbourne,467 Bay St,2,h,1000000,S,Marshall,04-06-2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,89 Cruikshank St,3,h,1470000,S,Marshall,04-06-2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,212/50 Dow St,2,u,725000,VB,Cayzer,04-06-2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,175 Farrell St,2,h,1234500,S,hockingstuart,04-06-2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,2/2 Graham St,2,u,600000,VB,Greg,04-06-2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,164 Liardet St,3,h,1342000,S,Chisholm,04-06-2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,510/166 Rouse St,1,u,500000,S,Greg,04-06-2016,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Prahran,506/220 Commercial Rd,3,u,1400000,S,hockingstuart,04-06-2016,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,68 Donald St,3,h,0,S,Jellis,04-06-2016,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,76/108 Greville St,3,u,685000,PI,hockingstuart,04-06-2016,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,18/300 High St,2,u,630000,S,Biggin,04-06-2016,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,203/11 Hillingdon Pl,3,u,710000,S,Edward,04-06-2016,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Preston,13 Garnet St,2,h,0,SN,Barry,04-06-2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,64 James St,3,t,717000,S,Nelson,04-06-2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,191 Tyler St,3,h,950000,SP,Ray,04-06-2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,2/9 Walsh St,3,t,0,SP,Nelson,04-06-2016,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Research,24 Maroong Dr,5,h,0,SP,Barry,04-06-2016,3095,Eastern Metropolitan,938,18,Nillumbik Shire Council
Research,27 Research Av,5,h,0,SN,Barry,04-06-2016,3095,Eastern Metropolitan,938,18,Nillumbik Shire Council
Reservoir,3a Carrington Rd,3,t,770000,SA,Nelson,04-06-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,2/54 Dumbarton St,2,t,400000,SP,Nelson,04-06-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,5 Massey Av,3,h,750000,S,Barry,04-06-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,17 Odowd St,2,h,535000,S,Ray,04-06-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,2/71 Pine St,2,u,0,S,Ray,04-06-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,3/170 Spring St,2,t,575000,VB,Ray,04-06-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Reservoir,3 Xavier Gr,3,h,920000,S,Nelson,04-06-2016,3073,Northern Metropolitan,21650,12,Darebin City Council
Richmond,247 Church St,3,h,1010000,PI,Jellis,04-06-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,32 Duke St,2,h,1025000,S,Jellis,04-06-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,7/6 Lord St,2,u,555000,S,Biggin,04-06-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Richmond,193 Mary St,2,h,1102000,S,Biggin,04-06-2016,3121,Northern Metropolitan,14949,2.4,Yarra City Council
Ringwood,36 Arlington St,2,h,1300000,S,Fletchers,04-06-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,1a Herbert St,3,h,620000,PI,Fletchers,04-06-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,31 Ireland St,5,h,0,SP,Carter,04-06-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,3/26 New St,2,u,500000,SP,Barry,04-06-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,1/13 Pitt St,3,u,548000,S,Fletchers,04-06-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,62 Ringwood St,3,h,1100000,S,ASL,04-06-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,65a Wantirna Rd,3,u,0,SN,Woodards,04-06-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,75 Wantirna Rd,3,h,900000,SP,Fletchers,04-06-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood,38 Wonga Rd,3,h,780000,S,Fletchers,04-06-2016,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council
Ringwood North,16 Terrigal Cl,4,h,0,SN,Barry,04-06-2016,3134,Eastern Metropolitan,3619,19.9,Manningham City Council
Rosanna,28a Brassey Av,3,h,765000,SP,Nelson,04-06-2016,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rosanna,21 Darvall St,2,h,971000,S,Miles,04-06-2016,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Rosanna,9 Jolliffe Cr,3,h,830000,VB,Miles,04-06-2016,3084,Eastern Metropolitan,3540,8.9,Banyule City Council
Roxburgh Park,3 Alberton Av,3,h,442000,S,Ray,04-06-2016,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,6 Centaurus Av,4,h,454000,S,Nelson,04-06-2016,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,25 Lachlan Cr,3,h,425000,S,Stockdale,04-06-2016,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,20 Parnell Ct,4,h,385000,S,YPA,04-06-2016,3064,Northern Metropolitan,5833,20.6,Hume City Council
Roxburgh Park,4 Volantis Cr,3,h,432000,S,Raine,04-06-2016,3064,Northern Metropolitan,5833,20.6,Hume City Council
Sandringham,10 Meredith St,3,h,1804000,S,Buxton,04-06-2016,3191,Southern Metropolitan,4497,15.2,Bayside City Council
Seaford,13 Lucas Cr,3,h,0,SN,Barry,04-06-2016,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council
Seddon,38 Lily St,3,h,1325000,VB,Jas,04-06-2016,3011,Western Metropolitan,2417,5.1,Maribyrnong City Council
South Kingsville,42 Watt St,4,h,930000,S,Sweeney,04-06-2016,3015,Western Metropolitan,984,6.2,Hobsons Bay City Council
South Melbourne,144 Cobden St,3,h,1405000,PI,Greg,04-06-2016,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Melbourne,616/22 Dorcas St,1,u,0,PI,Pagan,04-06-2016,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Melbourne,16/63 Dorcas St,2,u,575000,SP,Greg,04-06-2016,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Melbourne,3 Park Pl,1,u,760500,S,Marshall,04-06-2016,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council
South Morang,37 Belinda Ct,3,h,437500,S,Ray,04-06-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,27 Featherpark Tce,3,h,410000,S,Ray,04-06-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,5 Grant Ct,3,h,477500,S,Love,04-06-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,17 Nouvelle Gr,4,h,545000,S,Millership,04-06-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Morang,12 Warbler Wk,5,h,0,SN,Millership,04-06-2016,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council
South Yarra,605/800 Chapel St,2,u,0,W,Beller,04-06-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,1106/1 Clara St,1,u,450000,SP,RT,04-06-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,29/100 Commercial Rd,3,u,750000,S,Marshall,04-06-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,13/55 Darling St,2,u,650000,PI,RT,04-06-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,15/33 Kensington Rd,2,u,0,PI,Marshall,04-06-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,3/2 Lawson Gr,1,u,420000,S,hockingstuart,04-06-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,10/34 MacFarlan St,2,u,775000,SP,hockingstuart,04-06-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,20/30 Mona Pl,2,u,572000,SP,hockingstuart,04-06-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,507/99 River St,1,u,510000,S,Beller,04-06-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
South Yarra,12 Witchwood Cl,3,t,1460000,PI,hockingstuart,04-06-2016,3141,Southern Metropolitan,14887,2.7,Melbourne City Council
Southbank,9/81 Dodds St,3,u,868000,SP,Greg,04-06-2016,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Southbank,4/55 Kavanagh St,2,u,590000,S,Marshall,04-06-2016,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Southbank,293/88 Kavanagh St,2,u,530000,VB,Greg,04-06-2016,3006,Southern Metropolitan,8400,0.7,Melbourne City Council
Springvale,5 Lee Av,3,h,0,SP,Grant's,04-06-2016,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
Springvale,6 McLeod St,2,h,785000,S,Leyton,04-06-2016,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
Springvale,11 Nash St,4,h,660000,PI,Stockdale,04-06-2016,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council
Springvale South,2 Regina St,3,h,621000,PI,iSell,04-06-2016,3172,South-Eastern Metropolitan,4054,22.2,Greater Dandenong City Council
St Albans,14 Cox St,3,h,545500,S,People,04-06-2016,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,22 Gumtree Cl,3,h,0,SN,Barry,04-06-2016,3021,Western Metropolitan,14042,14,Brimbank City Council
St Albans,21a Percy St,3,t,510000,S,Sweeney,04-06-2016,3021,Western Metropolitan,14042,14,Brimbank City Council
St Kilda,32/10 Acland St,1,u,380000,S,Whiting,04-06-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,2/63 Carlisle St,2,u,465000,S,Marshall,04-06-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,7/1 St Kilda Rd,3,u,616000,S,Pride,04-06-2016,3182,Southern Metropolitan,13240,5,Port Phillip City Council
Strathmore,1/11 Dagonet St,2,u,0,PI,Brad,04-06-2016,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,2/9 Lloyd St,3,t,0,SN,Considine,04-06-2016,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore,90 Woodland St,5,h,0,S,Brad,04-06-2016,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council
Strathmore Heights,1/408 Mascoma St,3,h,530000,S,Nelson,04-06-2016,3041,Western Metropolitan,389,8.2,Moonee Valley City Council
Sunshine,143b Cornwall Rd,2,h,483000,SP,Douglas,04-06-2016,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine North,19 Balcombe St,3,h,555000,SP,Douglas,04-06-2016,3020,Western Metropolitan,4217,10.5,Brimbank City Council
